"from" "to" "factor" "value" "x.to" "y.to" "x.end" "y.end" "x.from" "y.from"
"438" "05SS4N805PI" "05SS1N464PI" 1 8 445001.682525699 4966976.65833029 0 0 442465.537647185 4970269.01898008
"439" "05SS4N805PI" "05SS1N650PI" 1 8 441722.260646524 4967042.92723446 0 0 442465.537647185 4970269.01898008
"440" "05SS4N805PI" "05SS1N914PI" 1 8 437031.317967446 4974650.71754998 0 0 442465.537647185 4970269.01898008
"441" "05SS4N805PI" "05SS2N397PI" 1 8 443953.633132345 4975072.25251353 0 0 442465.537647185 4970269.01898008
"442" "05SS4N805PI" "06SS5T806PI" 1 8 455060.00010588 4969978.04846315 0 0 442465.537647185 4970269.01898008
"443" "06GH4F167PI" "01GH4N166PI" 1 4 408083.326754661 5045006.86346415 0 0 414140.514358673 5030762.50822198
"444" "06GH4F167PI" "06GH4F168PI" 1 4 420374.992865369 5012367.98786616 0 0 414140.514358673 5030762.50822198
"445" "06GH4F167PI" "06SS3F124PI" 1 4 407916.887491454 5030145.42766613 0 0 414140.514358673 5030762.50822198
"446" "06GH4F167PI" "06SS3N981PI" 1 4 429110.094468067 5022276.54234294 0 0 414140.514358673 5030762.50822198
"447" "06GH4F168PI" "06GH4F167PI" 1 3 414140.514358673 5030762.50822198 0 0 420374.992865369 5012367.98786616
"448" "06GH4F168PI" "06SS4D384PI" 1 3 418833.713744402 5003170.2077625 0 0 420374.992865369 5012367.98786616
"449" "06GH4F168PI" "06SS4T385PI" 1 3 437530.675119795 5002222.53289109 0 0 420374.992865369 5012367.98786616
"450" "06SS1T033PI" "06SS2T034PI" 1 1 410842.734196147 4975974.64026371 0 0 415921.035872958 4980488.5323287
"451" "06SS1T035PI" "06SS3F381PI" 1 1 381130.301636869 4957314.7267662 0 0 383886.547031898 4956111.57669361
"452" "06SS1T036PI" "06SS3F381PI" 1 1 381130.301636869 4957314.7267662 0 0 380260.099032232 4960465.24722063
"453" "06SS1T189PI" "06SS3F277PI" 1 1 479114.108718284 4952452.79352066 0 0 476541.107879389 4957766.93587837
"454" "06SS1T190PI" "06SS2T280PI" 1 1 461751.71929493 5056706.29877434 0 0 460316.88332467 5058460.82767513
"455" "06SS1T192PI" "06SS3F363PI" 1 1 368517.025320793 4964222.27312589 0 0 368586.911570445 4965192.78080039
"456" "06SS1T194PI" "06SS3D295PI" 1 1 402612.582987316 5009554.04625563 0 0 396390.084460967 5015715.76121705
"457" "06SS1T201PI" "06SS4F714PI" 1 1 490789.80289467 4985011.28019847 0 0 492431.817705417 4985658.29348434
"458" "06SS1T216PI" "06SS2T686PI" 1 2 462203.746667465 4991939.78076637 0 0 457382.009187766 4995218.82263306
"459" "06SS1T216PI" "06SS2N994PI" 1 2 459921.116602547 4992584.60263464 0 0 457382.009187766 4995218.82263306
"460" "06SS1T232PI" "06SS1T894PI" 1 2 462033.437580416 4980317.39909277 0 0 464886.280658763 4977617.37178606
"461" "06SS1T232PI" "06SS2T556PI" 1 2 464434.702710749 4976925.23888117 0 0 464886.280658763 4977617.37178606
"462" "06SS1T269PI" "06SS4T386PI" 1 1 457609.803174301 4999302.51487383 0 0 458512.469861667 5000145.37536412
"463" "06SS1T296PI" "06SS2T297PI" 1 1 449109.330821868 5037004.4492136 0 0 447346.965473003 5051036.67524219
"464" "06SS1T317PI" "06SS3F722PI" 1 1 451184.911985131 5050537.69665703 0 0 449356.993174783 5057971.68070806
"465" "06SS1T355PI" "06SS3F180PI" 1 1 408593.240844825 4918308.27740256 0 0 409291.797520663 4916122.8044444
"466" "05SS1N441PI" "05SS2N397PI" 1 1 443953.633132345 4975072.25251353 0 0 442930.038284182 4975136.89993961
"467" "05SS1N458PI" "06SS4D384PI" 1 1 418833.713744402 5003170.2077625 0 0 422490.525913817 4999720.1521613
"468" "05SS1N464PI" "05SS4N805PI" 1 1 442465.537647185 4970269.01898008 0 0 445001.682525699 4966976.65833029
"469" "05SS1N482PI" "05SS3N751PI" 1 1 446033.642609866 4996729.18078504 0 0 447981.522253936 4994554.2740222
"470" "05SS1N520PI" "05SS4N804PI" 1 1 433157.22675447 4963972.9152365 0 0 434736.646598289 4962252.06856252
"471" "05SS1N586PI" "06SS4D999PI" 1 1 405446.736671653 4998287.56450512 0 0 404379.101881002 4994278.48832262
"472" "05SS1N609PI" "06SS4D999PI" 1 1 405446.736671653 4998287.56450512 0 0 406916.921833234 4996407.57574612
"473" "05SS1N650PI" "05SS4N805PI" 1 1 442465.537647185 4970269.01898008 0 0 441722.260646524 4967042.92723446
"474" "05SS1N685PI" "06SS1T526PI" 1 2 452814.580773045 4989795.89686961 0 0 451256.864668554 4986848.23145541
"475" "05SS1N685PI" "06SS2T686PI" 1 2 462203.746667465 4991939.78076637 0 0 451256.864668554 4986848.23145541
"476" "05SS1N749PI" "05SS2N750PI" 1 1 434159.828101502 4993684.04569724 0 0 425526.750015866 4995074.10559585
"477" "05SS1N823PI" "05SS2N824PI" 1 1 448684.1834538 4964983.44482871 0 0 438033.445657935 4963752.26017992
"478" "05SS1N851PI" "06SS5T806PI" 1 1 455060.00010588 4969978.04846315 0 0 448353.878903764 4965845.32697983
"479" "05SS1N853PI" "05SS3N930PI" 1 1 439663.185053134 4976326.94489663 0 0 440292.491996441 4975140.81002847
"480" "05SS1N880PI" "05SS3N059PI" 1 1 433687.316168241 4970914.68254046 0 0 431774.99315437 4972189.21304773
"481" "05SS1N914PI" "05SS4N805PI" 1 1 442465.537647185 4970269.01898008 0 0 437031.317967446 4974650.71754998
"482" "05SS1N928PI" "05SS2N929PI" 1 1 431924.637343906 4987811.87970833 0 0 425509.834978414 4993559.40170697
"483" "05SS2N058PI" "05SS1N057PI" 1 4 420074.95649799 4957298.24845806 0 0 426860.427471806 4964759.08270561
"484" "05SS2N058PI" "05SS3N059PI" 1 4 433687.316168241 4970914.68254046 0 0 426860.427471806 4964759.08270561
"485" "05SS2N058PI" "05SS3N847PI" 1 4 424775.994286485 4976650.8168741 0 0 426860.427471806 4964759.08270561
"486" "05SS2N058PI" "05SS2N455PI" 1 4 424304.586123687 4965706.78439017 0 0 426860.427471806 4964759.08270561
"487" "05SS2N131PI" "05SS3N751PI" 1 1 446033.642609866 4996729.18078504 0 0 444802.657018457 4992319.30773191
"488" "05SS2N243PI" "05SS1N242PI" 1 2 443412.743395946 4985167.2592866 0 0 454004.629414869 4983181.47365554
"489" "05SS2N243PI" "06SS3T244PI" 1 2 467345.006972964 4988054.83299263 0 0 454004.629414869 4983181.47365554
"490" "05SS2N279PI" "06SS4D384PI" 1 1 418833.713744402 5003170.2077625 0 0 417231.453849888 4999628.06212319
"491" "05SS2N311PI" "05SS4N803PI" 1 1 420514.765565343 4950352.3646568 0 0 415585.827672513 4951500.97357201
"492" "05SS2N318PI" "05SS3N847PI" 1 2 424775.994286485 4976650.8168741 0 0 427709.573974251 4975130.21755969
"493" "05SS2N318PI" "05SS2N884PI" 1 2 426017.203155333 4985038.67991215 0 0 427709.573974251 4975130.21755969
"494" "05SS2N333PI" "05SS3T046PI" 1 1 448682.286354538 4957276.45034409 0 0 444064.322631535 4957893.81483119
"495" "05SS2N397PI" "05SS4N805PI" 1 2 442465.537647185 4970269.01898008 0 0 443953.633132345 4975072.25251353
"496" "05SS2N397PI" "05SS1N441PI" 1 2 442930.038284182 4975136.89993961 0 0 443953.633132345 4975072.25251353
"497" "05SS2N422PI" "05SS3N847PI" 1 1 424775.994286485 4976650.8168741 0 0 422583.276121045 4988118.40093863
"498" "05SS2N451PI" "06SS4T385PI" 1 1 437530.675119795 5002222.53289109 0 0 425736.437482814 5000153.9302406
"499" "05SS2N455PI" "05SS2N058PI" 1 1 426860.427471806 4964759.08270561 0 0 424304.586123687 4965706.78439017
"500" "05SS2N490PI" "06SS4T385PI" 1 1 437530.675119795 5002222.53289109 0 0 433801.201392924 4998784.64042009
"501" "05SS2N506PI" "05SS4N803PI" 1 1 420514.765565343 4950352.3646568 0 0 418478.501740951 4953761.42805805
"502" "05SS2N509PI" "05SS3N059PI" 1 1 433687.316168241 4970914.68254046 0 0 433263.275447383 4975739.63950177
"503" "05SS2N582PI" "06SS4D999PI" 1 1 405446.736671653 4998287.56450512 0 0 411135.12249837 4996627.32699996
"504" "05SS2N617PI" "05SS3N847PI" 1 1 424775.994286485 4976650.8168741 0 0 421480.282111701 4984692.99992903
"505" "05SS2N736PI" "05SS2N845PI" 1 1 419475.103839751 4983012.96826392 0 0 421011.019492627 4973851.41753585
"506" "05SS2N750PI" "05SS1N213PI" 1 3 438793.151490264 4997913.47764393 0 0 434159.828101502 4993684.04569724
"507" "05SS2N750PI" "05SS3N751PI" 1 3 446033.642609866 4996729.18078504 0 0 434159.828101502 4993684.04569724
"508" "05SS2N750PI" "05SS1N749PI" 1 3 425526.750015866 4995074.10559585 0 0 434159.828101502 4993684.04569724
"509" "05SS2N824PI" "05SS1N823PI" 1 2 438033.445657935 4963752.26017992 0 0 448684.1834538 4964983.44482871
"510" "05SS2N824PI" "06SS5T806PI" 1 2 455060.00010588 4969978.04846315 0 0 448684.1834538 4964983.44482871
"511" "05SS2N845PI" "05SS3N847PI" 1 2 424775.994286485 4976650.8168741 0 0 419475.103839751 4983012.96826392
"512" "05SS2N845PI" "05SS2N736PI" 1 2 421011.019492627 4973851.41753585 0 0 419475.103839751 4983012.96826392
"513" "05SS2N884PI" "05SS2N318PI" 1 1 427709.573974251 4975130.21755969 0 0 426017.203155333 4985038.67991215
"514" "06SS1T378PI" "06SS4D382PI" 1 1 393622.496915593 4969313.86445805 0 0 389618.600162609 4965432.72585326
"515" "06SS1T407PI" "06SS2T112PI" 1 1 367570.791833042 4965828.26016716 0 0 365791.118691178 4968501.40707162
"516" "06SS1T421PI" "06SS5T806PI" 1 1 455060.00010588 4969978.04846315 0 0 450544.584966862 4970549.56596218
"517" "06SS1T431PI" "06SS1T957PI" 1 2 475704.344712591 4982142.37892631 0 0 474885.188994277 4982206.45805685
"518" "06SS1T431PI" "06SS5T387PI" 1 2 473178.106202472 4988820.59640302 0 0 474885.188994277 4982206.45805685
"519" "06SS1T436PI" "06SS4D383PI" 1 1 397166.75418504 4986371.03933758 0 0 398449.734788715 4983095.24485992
"520" "06SS1T466PI" "06SS5T806PI" 1 1 455060.00010588 4969978.04846315 0 0 456622.817510868 4968038.59879551
"521" "06SS1T471PI" "06SS4F802PI" 1 1 412936.893288412 4928800.7428567 0 0 410914.353850191 4930450.89634914
"522" "06SS1T475PI" "06SS4T067PI" 1 1 464928.091242629 4960805.56868919 0 0 465956.660179187 4955959.30272087
"523" "06SS1T481PI" "06SS3T047PI" 1 1 458433.208210711 4965426.45306169 0 0 456221.413609349 4964529.11219484
"524" "06SS1T492PI" "06SS1T948PI" 1 2 471888.748035779 4955813.91099211 0 0 471099.613471797 4955914.50522787
"525" "06SS1T492PI" "06SS3F344PI" 1 2 472742.782341428 4956444.85351484 0 0 471099.613471797 4955914.50522787
"526" "06SS2N996PI" "N0080982ir" 1 1 475260.122111784 5051916.98969115 0 0 474137.413721586 5052001.58737225
"527" "06SS2T001PI" "06SS1T814PI" 1 2 466246.386186839 5053138.81760242 0 0 468611.69781591 5052812.98238224
"528" "06SS2T001PI" "06SS2T815PI" 1 2 469039.303716644 5043325.15771511 0 0 468611.69781591 5052812.98238224
"529" "06SS2T012PI" "06SS3T244PI" 1 1 467345.006972964 4988054.83299263 0 0 466941.864673841 4986485.40209878
"530" "06SS2T034PI" "06SS1T033PI" 1 6 415921.035872958 4980488.5323287 0 0 410842.734196147 4975974.64026371
"531" "06SS2T034PI" "06SS2T501PI" 1 6 412859.648404978 4985745.49225471 0 0 410842.734196147 4975974.64026371
"532" "06SS2T034PI" "06SS2T659PI" 1 6 410893.70974907 4967994.61557282 0 0 410842.734196147 4975974.64026371
"533" "06SS2T034PI" "06SS2T739PI" 1 6 404256.272053331 4970382.28494365 0 0 410842.734196147 4975974.64026371
"534" "06SS2T034PI" "06SS4D382PI" 1 6 393622.496915593 4969313.86445805 0 0 410842.734196147 4975974.64026371
"535" "06SS2T034PI" "06SS4D383PI" 1 6 397166.75418504 4986371.03933758 0 0 410842.734196147 4975974.64026371
"536" "06SS2T048PI" "06SS3D295PI" 1 1 402612.582987316 5009554.04625563 0 0 397343.245937149 5008265.91752912
"537" "06SS2T072PI" "06SS3F370PI" 1 1 405176.597768049 4921808.13198931 0 0 408328.252894667 4920784.61521637
"538" "06SS2T083PI" "06SS2T297PI" 1 1 449109.330821868 5037004.4492136 0 0 450702.579985589 5033281.41029501
"539" "06SS2T090PI" "06SS3F381PI" 1 1 381130.301636869 4957314.7267662 0 0 378340.651787626 4957585.44677476
"540" "06SS2T103PI" "06SS3F760PI" 1 3 388191.935138111 5006768.64848758 0 0 385623.98251204 5004348.03277515
"541" "06SS2T103PI" "06SS3F974PI" 1 3 396732.952936118 4996527.45285768 0 0 385623.98251204 5004348.03277515
"542" "06SS2T103PI" "06SS2T098PI" 1 3 380399.163367507 5001142.21545754 0 0 385623.98251204 5004348.03277515
"543" "06SS2T112PI" "06SS1T407PI" 1 2 365791.118691178 4968501.40707162 0 0 367570.791833042 4965828.26016716
"544" "06SS2T112PI" "06SS3F363PI" 1 2 368517.025320793 4964222.27312589 0 0 367570.791833042 4965828.26016716
"545" "06SS2T114PI" "06SS2D748PI" 1 2 435672.518566242 5048508.48733474 0 0 430592.720206176 5047009.32072559
"546" "06SS2T114PI" "06SS2T841PI" 1 2 433814.481408115 5047571.91851446 0 0 430592.720206176 5047009.32072559
"547" "06SS2T191PI" "06SS3D007PI" 1 1 464694.332832208 5044887.32328637 0 0 464104.639788482 5054641.48103132
"548" "06SS2T193PI" "01SS2N294PI" 1 2 390027.145974225 5017989.29849329 0 0 390204.35696222 5015982.83353433
"549" "06SS2T193PI" "06SS3D295PI" 1 2 402612.582987316 5009554.04625563 0 0 390204.35696222 5015982.83353433
"550" "06SS2T196PI" "06SS3D295PI" 1 1 402612.582987316 5009554.04625563 0 0 393131.085724116 5011584.19239133
"551" "06SS2T214PI" "06SS5T806PI" 1 1 455060.00010588 4969978.04846315 0 0 449365.767042309 4974854.78866352
"552" "06SS2T229PI" "06SS4F757PI" 1 1 398536.207269008 4932356.83793112 0 0 406217.269708545 4939530.41226346
"553" "06SS2T231PI" "06SS4T067PI" 1 1 464928.091242629 4960805.56868919 0 0 460987.271578721 4962270.65525563
"554" "06SS2T256PI" "06SS3D108PI" 1 1 444750.663496114 5032743.9074983 0 0 442548.109295355 5041889.98803564
"555" "06SS2T266PI" "06SS3D108PI" 1 2 444750.663496114 5032743.9074983 0 0 438390.084822735 5034583.14903542
"556" "06SS2T266PI" "06SS2T681PI" 1 2 435642.267344317 5037884.15004235 0 0 438390.084822735 5034583.14903542
"557" "06SS2T267PI" "06SS3D108PI" 1 1 444750.663496114 5032743.9074983 0 0 436853.576203103 5033693.00779691
"558" "06SS2T268PI" "06SS2F006PI" 1 1 458923.676777141 5058952.14788098 0 0 456013.113906527 5063816.02951255
"559" "06SS2T274PI" "06SS2T337PI" 1 2 390181.752015434 4973150.80539302 0 0 375826.858007899 4969631.57799203
"560" "06SS2T274PI" "04SS1N273PI" 1 2 365839.011965156 4976685.31148929 0 0 375826.858007899 4969631.57799203
"561" "06SS2T280PI" "06SS1T190PI" 1 2 460316.88332467 5058460.82767513 0 0 461751.71929493 5056706.29877434
"562" "06SS2T280PI" "06SS2F006PI" 1 2 458923.676777141 5058952.14788098 0 0 461751.71929493 5056706.29877434
"563" "06SS2T297PI" "06SS1T296PI" 1 4 447346.965473003 5051036.67524219 0 0 449109.330821868 5037004.4492136
"564" "06SS2T297PI" "06SS2T083PI" 1 4 450702.579985589 5033281.41029501 0 0 449109.330821868 5037004.4492136
"565" "06SS2T297PI" "06SS3D108PI" 1 4 444750.663496114 5032743.9074983 0 0 449109.330821868 5037004.4492136
"566" "06SS2T297PI" "06SS3N980PI" 1 4 444040.042412993 5023808.33012846 0 0 449109.330821868 5037004.4492136
"567" "06SS2T298PI" "06SS4D724PI" 1 1 461659.581342719 5011572.06048513 0 0 454126.74093855 5007117.64752322
"568" "06SS1T496PI" "06SS3T047PI" 1 1 458433.208210711 4965426.45306169 0 0 458794.990547367 4968830.73948337
"569" "06SS1T517PI" "06SS2T686PI" 1 1 462203.746667465 4991939.78076637 0 0 455706.411791054 4989857.69641691
"570" "06SS1T524PI" "06SS4F714PI" 1 1 490789.80289467 4985011.28019847 0 0 491724.948486396 4979080.52532762
"571" "06SS1T526PI" "05SS1N685PI" 1 2 451256.864668554 4986848.23145541 0 0 452814.580773045 4989795.89686961
"572" "06SS1T526PI" "06SS2T686PI" 1 2 462203.746667465 4991939.78076637 0 0 452814.580773045 4989795.89686961
"573" "06SS1T555PI" "06SS4T067PI" 1 1 464928.091242629 4960805.56868919 0 0 467272.461478768 4961804.73492018
"574" "06SS1T565PI" "06SS3D295PI" 1 1 402612.582987316 5009554.04625563 0 0 399225.314136205 5013483.56871177
"575" "06SS1T596PI" "06SS2N992PI" 1 1 407406.363584404 5001018.22780682 0 0 403491.381899239 4998082.74032387
"576" "06SS1T606PI" "06SS2T607PI" 1 1 475280.142611539 4969709.31713857 0 0 479719.726973082 4960844.68763741
"577" "06SS1T645PI" "06SS3F923PI" 1 1 387391.941977687 4950893.68755179 0 0 383917.268875846 4937202.23375559
"578" "06SS1T654PI" "06SS3F348PI" 1 1 399500.795936864 5021908.56376987 0 0 401105.970274428 5021151.48995093
"579" "06SS1T665PI" "06SS3D295PI" 1 1 402612.582987316 5009554.04625563 0 0 394541.011142116 5012166.38799042
"580" "06SS1T675PI" "06SS2N985PI" 1 1 460300.653004943 5043869.25924724 0 0 451393.557500946 5057115.81587886
"581" "06SS1T814PI" "06SS2T001PI" 1 2 468611.69781591 5052812.98238224 0 0 466246.386186839 5053138.81760242
"582" "06SS1T814PI" "06SS2T815PI" 1 2 469039.303716644 5043325.15771511 0 0 466246.386186839 5053138.81760242
"583" "06SS1T894PI" "06SS1T232PI" 1 1 464886.280658763 4977617.37178606 0 0 462033.437580416 4980317.39909277
"584" "06SS1T913PI" "06SS3D295PI" 1 1 402612.582987316 5009554.04625563 0 0 393338.295142768 5013966.74634834
"585" "06SS1T924PI" "06SS4F757PI" 1 1 398536.207269008 4932356.83793112 0 0 401312.880665225 4932405.73642431
"586" "06SS1T945PI" "06SS5T387PI" 1 1 473178.106202472 4988820.59640302 0 0 467776.732180068 4997631.12623471
"587" "06SS1T948PI" "06SS1T492PI" 1 1 471099.613471797 4955914.50522787 0 0 471888.748035779 4955813.91099211
"588" "06SS1T952PI" "06SS4F802PI" 1 1 412936.893288412 4928800.7428567 0 0 411435.551492667 4919043.42011338
"589" "06SS1T957PI" "06SS1T431PI" 1 2 474885.188994277 4982206.45805685 0 0 475704.344712591 4982142.37892631
"590" "06SS1T957PI" "06SS5T387PI" 1 2 473178.106202472 4988820.59640302 0 0 475704.344712591 4982142.37892631
"591" "06SS2D116PI" "04SS1N115PI" 1 4 371319.598237313 4982266.80762162 0 0 377577.934559176 4981154.51982087
"592" "06SS2D116PI" "06SS2T843PI" 1 4 375629.11937948 4975968.14638876 0 0 377577.934559176 4981154.51982087
"593" "06SS2D116PI" "06SS3D117PI" 1 4 389889.789998739 4978999.62271911 0 0 377577.934559176 4981154.51982087
"594" "06SS2D116PI" "06SS2T335PI" 1 4 372811.775408533 4978449.17759525 0 0 377577.934559176 4981154.51982087
"595" "06SS2D255PI" "06SS3F713PI" 1 3 488336.687423051 4971880.87422061 0 0 492250.003299529 4974741.61353818
"596" "06SS2D255PI" "06SS4F714PI" 1 3 490789.80289467 4985011.28019847 0 0 492250.003299529 4974741.61353818
"597" "06SS2D255PI" "10SS2N254PI" 1 3 497836.585088982 4963442.98815561 0 0 492250.003299529 4974741.61353818
"598" "06SS2D748PI" "01SS1N742PI" 1 4 429178.753038097 5054411.31746202 0 0 435672.518566242 5048508.48733474
"599" "06SS2D748PI" "06SS2T114PI" 1 4 430592.720206176 5047009.32072559 0 0 435672.518566242 5048508.48733474
"600" "06SS2D748PI" "06SS3D107PI" 1 4 431816.887719005 5044561.5442901 0 0 435672.518566242 5048508.48733474
"601" "06SS2D748PI" "06SS3D108PI" 1 4 444750.663496114 5032743.9074983 0 0 435672.518566242 5048508.48733474
"602" "06SS2F006PI" "01SS2N005PI" 1 5 457225.443907602 5070611.81034856 0 0 458923.676777141 5058952.14788098
"603" "06SS2F006PI" "06SS2T268PI" 1 5 456013.113906527 5063816.02951255 0 0 458923.676777141 5058952.14788098
"604" "06SS2F006PI" "06SS2T280PI" 1 5 461751.71929493 5056706.29877434 0 0 458923.676777141 5058952.14788098
"605" "06SS2F006PI" "06SS3D007PI" 1 5 464694.332832208 5044887.32328637 0 0 458923.676777141 5058952.14788098
"606" "06SS2F006PI" "06SS2T730PI" 1 5 457398.464687657 5058082.05255508 0 0 458923.676777141 5058952.14788098
"607" "06SS2F351PI" "06SS3D183PI" 1 1 436139.984397465 5031443.08226042 0 0 423920.855044209 5044310.89828692
"608" "06SS2F738PI" "06SS4T067PI" 1 2 464928.091242629 4960805.56868919 0 0 468226.154254832 4955398.94175585
"609" "06SS2F738PI" "10SS1N737PI" 1 2 469904.957417021 4950482.15723194 0 0 468226.154254832 4955398.94175585
"610" "06SS2N985PI" "06SS1T675PI" 1 7 451393.557500946 5057115.81587886 0 0 460300.653004943 5043869.25924724
"611" "06SS2N985PI" "06SS3D007PI" 1 7 464694.332832208 5044887.32328637 0 0 460300.653004943 5043869.25924724
"612" "06SS2N985PI" "06SS3D008PI" 1 7 469970.085144155 5025977.84450329 0 0 460300.653004943 5043869.25924724
"613" "06SS2N985PI" "06SS2T741PI" 1 7 455979.232360097 5051662.79194357 0 0 460300.653004943 5043869.25924724
"614" "06SS2N985PI" "06SS3F722PI" 1 7 451184.911985131 5050537.69665703 0 0 460300.653004943 5043869.25924724
"615" "06SS2N985PI" "06SS3N980PI" 1 7 444040.042412993 5023808.33012846 0 0 460300.653004943 5043869.25924724
"616" "06SS2N985PI" "06SS3T816PI" 1 7 473196.686927432 5033349.57036084 0 0 460300.653004943 5043869.25924724
"617" "06SS2N989PI" "04SS2N039PI" 1 2 379752.002387749 4943618.30971375 0 0 378461.100635735 4935721.59286704
"618" "06SS2N989PI" "04SS3N922PI" 1 2 376686.417342449 4935929.95595775 0 0 378461.100635735 4935721.59286704
"619" "06SS2N991PI" "N0080984ir" 1 1 485555.869123607 5030683.76334093 0 0 484068.299333441 5032171.30390041
"620" "06SS2N992PI" "06SS1T596PI" 1 2 403491.381899239 4998082.74032387 0 0 407406.363584404 5001018.22780682
"621" "06SS2N992PI" "06SS4D999PI" 1 2 405446.736671653 4998287.56450512 0 0 407406.363584404 5001018.22780682
"622" "06SS2N993PI" "06SS3D183PI" 1 1 436139.984397465 5031443.08226042 0 0 431912.583252755 5027102.31469486
"623" "06SS2N995PI" "06SS5T807PI" 1 1 467904.1074947 4973688.94300231 0 0 465183.623593101 4966440.75802368
"624" "06SS2T812PI" "06SS3F381PI" 1 1 381130.301636869 4957314.7267662 0 0 381550.341792596 4955923.21535751
"625" "06SS2T813PI" "06SS4D382PI" 1 2 393622.496915593 4969313.86445805 0 0 403588.810299949 4983305.76597454
"626" "06SS2T813PI" "06SS4D383PI" 1 2 397166.75418504 4986371.03933758 0 0 403588.810299949 4983305.76597454
"627" "06SS2T815PI" "06SS2T001PI" 1 5 468611.69781591 5052812.98238224 0 0 469039.303716644 5043325.15771511
"628" "06SS2T815PI" "06SS1T814PI" 1 5 466246.386186839 5053138.81760242 0 0 469039.303716644 5043325.15771511
"629" "06SS2T815PI" "06SS2T664PI" 1 5 469752.001666063 5051468.86236952 0 0 469039.303716644 5043325.15771511
"630" "06SS2T815PI" "06SS3N988PI" 1 5 472878.935562814 5047355.11947721 0 0 469039.303716644 5043325.15771511
"631" "06SS2T815PI" "06SS3T816PI" 1 5 473196.686927432 5033349.57036084 0 0 469039.303716644 5043325.15771511
"632" "06SS2T841PI" "06SS2T114PI" 1 1 430592.720206176 5047009.32072559 0 0 433814.481408115 5047571.91851446
"633" "06SS2T842PI" "06SS2T730PI" 1 1 457398.464687657 5058082.05255508 0 0 453795.863009535 5062158.24002934
"634" "06SS2T843PI" "06SS2D116PI" 1 2 377577.934559176 4981154.51982087 0 0 375629.11937948 4975968.14638876
"635" "06SS2T843PI" "06SS3D117PI" 1 2 389889.789998739 4978999.62271911 0 0 375629.11937948 4975968.14638876
"636" "06SS2T944PI" "05SS2N399PI" 1 1 408296.85065842 4984419.98820924 0 0 408148.385164463 4983266.88519088
"637" "06SS2T976PI" "06SS4D724PI" 1 1 461659.581342719 5011572.06048513 0 0 457405.133640172 5011118.38117316
"638" "06SS3D007PI" "06SS2T191PI" 1 5 464104.639788482 5054641.48103132 0 0 464694.332832208 5044887.32328637
"639" "06SS3D007PI" "06SS2F006PI" 1 5 458923.676777141 5058952.14788098 0 0 464694.332832208 5044887.32328637
"640" "06SS3D007PI" "06SS2N985PI" 1 5 460300.653004943 5043869.25924724 0 0 464694.332832208 5044887.32328637
"641" "06SS3D007PI" "06SS3D008PI" 1 5 469970.085144155 5025977.84450329 0 0 464694.332832208 5044887.32328637
"642" "06SS3D007PI" "06SS2T730PI" 1 5 457398.464687657 5058082.05255508 0 0 464694.332832208 5044887.32328637
"643" "06SS3D008PI" "06SS2N985PI" 1 2 460300.653004943 5043869.25924724 0 0 469970.085144155 5025977.84450329
"644" "06SS3D008PI" "06SS3D007PI" 1 2 464694.332832208 5044887.32328637 0 0 469970.085144155 5025977.84450329
"645" "06SS3D107PI" "01SS2N106PI" 1 4 425990.104335655 5050002.15024321 0 0 431816.887719005 5044561.5442901
"646" "06SS3D107PI" "01SS2N352PI" 1 4 422051.278928032 5051199.77930563 0 0 431816.887719005 5044561.5442901
"647" "06SS3D107PI" "06SS2D748PI" 1 4 435672.518566242 5048508.48733474 0 0 431816.887719005 5044561.5442901
"648" "06SS3D107PI" "06SS3D108PI" 1 4 444750.663496114 5032743.9074983 0 0 431816.887719005 5044561.5442901
"649" "06SS3D108PI" "06SS2T256PI" 1 12 442548.109295355 5041889.98803564 0 0 444750.663496114 5032743.9074983
"650" "06SS3D108PI" "06SS2T266PI" 1 12 438390.084822735 5034583.14903542 0 0 444750.663496114 5032743.9074983
"651" "06SS3D108PI" "06SS2T267PI" 1 12 436853.576203103 5033693.00779691 0 0 444750.663496114 5032743.9074983
"652" "06SS3D108PI" "06SS2T297PI" 1 12 449109.330821868 5037004.4492136 0 0 444750.663496114 5032743.9074983
"653" "06SS3D108PI" "06SS2D748PI" 1 12 435672.518566242 5048508.48733474 0 0 444750.663496114 5032743.9074983
"654" "06SS3D108PI" "06SS3D107PI" 1 12 431816.887719005 5044561.5442901 0 0 444750.663496114 5032743.9074983
"655" "06SS3D108PI" "06SS3D183PI" 1 12 436139.984397465 5031443.08226042 0 0 444750.663496114 5032743.9074983
"656" "06SS3D108PI" "06SS2T450PI" 1 12 444657.598991024 5032635.63609828 0 0 444750.663496114 5032743.9074983
"657" "06SS3D108PI" "06SS2T687PI" 1 12 446272.531284362 5042358.81159639 0 0 444750.663496114 5032743.9074983
"658" "06SS3D108PI" "06SS2T783PI" 1 12 440067.540447677 5045567.82215226 0 0 444750.663496114 5032743.9074983
"659" "06SS3D108PI" "06SS3F723PI" 1 12 452988.019574473 5031729.10158694 0 0 444750.663496114 5032743.9074983
"660" "06SS3D108PI" "06SS4D724PI" 1 12 461659.581342719 5011572.06048513 0 0 444750.663496114 5032743.9074983
"661" "06SS3D117PI" "06SS2D116PI" 1 5 377577.934559176 4981154.51982087 0 0 389889.789998739 4978999.62271911
"662" "06SS3D117PI" "06SS2T843PI" 1 5 375629.11937948 4975968.14638876 0 0 389889.789998739 4978999.62271911
