"from" "to" "factor" "value" "x.to" "y.to" "x.end" "y.end" "x.from" "y.from"
"1111" "09SS3N801PI" "08SS2N109PI" 1 6 426214.256879696 4914379.42997482 0 0 422664.717090784 4913200.19778549
"1112" "09SS3N801PI" "09SS2N800PI" 1 6 414880.533379148 4892385.31861704 0 0 422664.717090784 4913200.19778549
"1113" "10SS1N050PI" "10SS3N056PI" 1 2 496262.349131959 4951928.59080374 0 0 505105.240736491 4953544.37584731
"1114" "10SS1N050PI" "10SS2N055PI" 1 2 507774.631277785 4948910.46285217 0 0 505105.240736491 4953544.37584731
"1115" "10SS1N151PI" "06SS3F344PI" 1 1 472742.782341428 4956444.85351484 0 0 475353.500718883 4947179.72097123
"1116" "10SS1N253PI" "10SS2N254PI" 1 1 497836.585088982 4963442.98815561 0 0 502612.82425439 4957311.03461011
"1117" "10SS1N275PI" "10SS2N276PI" 1 1 486766.588751299 4943724.15359484 0 0 489370.357994902 4937198.6898199
"1118" "10SS1N312PI" "10SS3N343PI" 1 1 468924.873237916 4937512.22306987 0 0 466462.054373811 4934592.65703055
"1119" "10SS1N449PI" "10SS3N343PI" 1 1 468924.873237916 4937512.22306987 0 0 470433.126858743 4938600.35796608
"1120" "10SS1N476PI" "06SS3F344PI" 1 1 472742.782341428 4956444.85351484 0 0 471863.92077639 4950913.06049886
"1121" "10SS1N525PI" "10SS3N343PI" 1 1 468924.873237916 4937512.22306987 0 0 465742.18748904 4928924.02896186
"1122" "10SS1N610PI" "06SS3F344PI" 1 1 472742.782341428 4956444.85351484 0 0 471630.536893261 4948407.67878152
"1123" "10SS2N935PI" "08SS4N066PI" 1 1 457467.940003804 4946811.05830269 0 0 460287.969923596 4940220.45750111
"1124" "10SS3N056PI" "10SS2N150PI" 1 4 496783.345797896 4954055.64302293 0 0 496262.349131959 4951928.59080374
"1125" "10SS3N056PI" "10SS1N050PI" 1 4 505105.240736491 4953544.37584731 0 0 496262.349131959 4951928.59080374
"1126" "10SS3N056PI" "10SS3N711PI" 1 4 490395.867424733 4950431.53522554 0 0 496262.349131959 4951928.59080374
"1127" "10SS3N056PI" "10SS2N055PI" 1 4 507774.631277785 4948910.46285217 0 0 496262.349131959 4951928.59080374
"1128" "10SS3N186PI" "08SS1N672PI" 1 3 453843.599195895 4930948.58845143 0 0 456168.132393868 4932093.92153109
"1129" "10SS3N186PI" "10SS2N457PI" 1 3 460341.20180111 4931651.02288938 0 0 456168.132393868 4932093.92153109
"1130" "10SS3N186PI" "08SS3N187PI" 1 3 453588.526796106 4941090.45006406 0 0 456168.132393868 4932093.92153109
"1131" "10SS3N343PI" "06SS3F344PI" 1 7 472742.782341428 4956444.85351484 0 0 468924.873237916 4937512.22306987
"1132" "10SS3N343PI" "10SS1N768PI" 1 7 466051.819133949 4938139.11006621 0 0 468924.873237916 4937512.22306987
"1133" "10SS3N343PI" "10SS2N761PI" 1 7 472920.145503655 4940540.72385767 0 0 468924.873237916 4937512.22306987
"1134" "10SS3N343PI" "10SS1N312PI" 1 7 466462.054373811 4934592.65703055 0 0 468924.873237916 4937512.22306987
"1135" "10SS3N343PI" "10SS1N449PI" 1 7 470433.126858743 4938600.35796608 0 0 468924.873237916 4937512.22306987
"1136" "10SS3N343PI" "10SS1N525PI" 1 7 465742.18748904 4928924.02896186 0 0 468924.873237916 4937512.22306987
"1137" "10SS3N343PI" "10SS1N467PI" 1 7 470857.156330618 4940401.48222268 0 0 468924.873237916 4937512.22306987
"1138" "10SS3N711PI" "10SS2N735PI" 1 3 497719.234073444 4948421.7003702 0 0 490395.867424733 4950431.53522554
"1139" "10SS3N711PI" "10SS3N056PI" 1 3 496262.349131959 4951928.59080374 0 0 490395.867424733 4950431.53522554
"1140" "10SS3N711PI" "10SS3N712PI" 1 3 487964.489959633 4959317.21151798 0 0 490395.867424733 4950431.53522554
"1141" "N0080982ir" "06SS2N996PI" 1 5 474137.413721586 5052001.58737225 0 0 475260.122111784 5051916.98969115
"1142" "N0080982ir" "06SS3N988PI" 1 5 472878.935562814 5047355.11947721 0 0 475260.122111784 5051916.98969115
"1143" "N0080982ir" "06SS3N990PI" 1 5 481538.019876937 5034611.86450009 0 0 475260.122111784 5051916.98969115
"1144" "N0080982ir" "N0080981ir" 1 5 472194.935242969 5061830.96307432 0 0 475260.122111784 5051916.98969115
"1145" "N0080982ir" "N0080983ir" 1 5 480409.31066221 5038660.98953728 0 0 475260.122111784 5051916.98969115
"1146" "10SS3N712PI" "06SS3F713PI" 1 3 488336.687423051 4971880.87422061 0 0 487964.489959633 4959317.21151798
"1147" "10SS3N712PI" "10SS2N394PI" 1 3 492554.985939919 4956841.72084103 0 0 487964.489959633 4959317.21151798
"1148" "10SS3N712PI" "10SS3N711PI" 1 3 490395.867424733 4950431.53522554 0 0 487964.489959633 4959317.21151798
"1149" "N0080981ir" "N0080982ir" 1 1 475260.122111784 5051916.98969115 0 0 472194.935242969 5061830.96307432
"1150" "N0080983ir" "N0080982ir" 1 2 475260.122111784 5051916.98969115 0 0 480409.31066221 5038660.98953728
"1151" "N0080983ir" "N0080984ir" 1 2 485555.869123607 5030683.76334093 0 0 480409.31066221 5038660.98953728
"1152" "N0080984ir" "06SS2N991PI" 1 2 484068.299333441 5032171.30390041 0 0 485555.869123607 5030683.76334093
"1153" "N0080984ir" "N0080983ir" 1 2 480409.31066221 5038660.98953728 0 0 485555.869123607 5030683.76334093
"1154" "01SS1N764PI" "01SS2N765PI" 1 1 366702.149061659 5010190.13274504 0 0 351902.482761512 5008392.30319852
"1155" "01SS2N732PI" "01SS2N082PI" 1 4 384401.949767068 5045298.17754014 0 0 388244.946598989 5036094.90621017
"1156" "01SS2N732PI" "01SS3N347PI" 1 4 383584.428111674 5030092.76953091 0 0 388244.946598989 5036094.90621017
"1157" "01SS2N732PI" "01SS2N200PI" 1 4 382358.739989123 5040982.11397926 0 0 388244.946598989 5036094.90621017
"1158" "01SS2N732PI" "06SS3F348PI" 1 4 399500.795936864 5021908.56376987 0 0 388244.946598989 5036094.90621017
"1159" "04SS1N143PI" "04SS3N288PI" 1 1 357345.084137265 4927983.44542855 0 0 359104.292529737 4925196.97203162
"1160" "04SS2N224PI" "04SS2N223PI" 1 1 364275.393506897 4898611.58897102 0 0 373478.087994307 4893419.9952542
"1161" "04SS2N284PI" "04SS2N178PI" 1 1 399248.089746785 4903305.05043357 0 0 397638.763141012 4906625.52904115
"1162" "04SS2N819PI" "04SS3N975PI" 1 2 327458.779564235 4983704.56292274 0 0 330807.34464951 4972490.05873286
"1163" "04SS2N819PI" "04SS2N661PI" 1 2 336444.301330938 4973469.90189376 0 0 330807.34464951 4972490.05873286
"1164" "04SS2N921PI" "04SS1N089PI" 1 6 358274.01652205 4939693.58162176 0 0 362730.547897201 4936519.0908179
"1165" "04SS2N921PI" "04SS1N153PI" 1 6 356863.695178839 4939996.06454544 0 0 362730.547897201 4936519.0908179
"1166" "04SS2N921PI" "04SS1N310PI" 1 6 365459.899568787 4933951.63197344 0 0 362730.547897201 4936519.0908179
"1167" "04SS2N921PI" "04SS2N234PI" 1 6 365298.943003336 4938959.13338591 0 0 362730.547897201 4936519.0908179
"1168" "04SS2N921PI" "04SS2N920PI" 1 6 351457.45974792 4939169.72246637 0 0 362730.547897201 4936519.0908179
"1169" "04SS2N921PI" "04SS3N922PI" 1 6 376686.417342449 4935929.95595775 0 0 362730.547897201 4936519.0908179
"1170" "05SS1N569PI" "06SS4D384PI" 1 1 418833.713744402 5003170.2077625 0 0 420258.412751151 5001359.79911492
"1171" "05SS2N399PI" "06SS2T944PI" 1 2 408148.385164463 4983266.88519088 0 0 408296.85065842 4984419.98820924
"1172" "05SS2N399PI" "06SS2T501PI" 1 2 412859.648404978 4985745.49225471 0 0 408296.85065842 4984419.98820924
"1173" "05SS4N803PI" "05SS1N427PI" 1 9 411975.905081672 4949566.11702166 0 0 420514.765565343 4950352.3646568
"1174" "05SS4N803PI" "05SS4N804PI" 1 9 433157.22675447 4963972.9152365 0 0 420514.765565343 4950352.3646568
"1175" "05SS4N803PI" "05SS2N311PI" 1 9 415585.827672513 4951500.97357201 0 0 420514.765565343 4950352.3646568
"1176" "05SS4N803PI" "05SS2N506PI" 1 9 418478.501740951 4953761.42805805 0 0 420514.765565343 4950352.3646568
"1177" "05SS4N803PI" "06SS4F757PI" 1 9 398536.207269008 4932356.83793112 0 0 420514.765565343 4950352.3646568
"1178" "05SS4N803PI" "06SS4F802PI" 1 9 412936.893288412 4928800.7428567 0 0 420514.765565343 4950352.3646568
"1179" "05SS4N803PI" "08SS2N110PI" 1 9 424755.472189837 4946588.40089867 0 0 420514.765565343 4950352.3646568
"1180" "05SS4N803PI" "08SS2N797PI" 1 9 420527.80218713 4943634.98821215 0 0 420514.765565343 4950352.3646568
"1181" "05SS4N803PI" "08SS1N717PI" 1 9 426440.603260402 4948231.26812384 0 0 420514.765565343 4950352.3646568
"1182" "06SS2N987PI" "06SS2T779PI" 1 1 403488.088333672 5020888.68353106 0 0 407654.746475043 5020217.46679736
"1183" "06SS2T098PI" "06SS2T103PI" 1 1 385623.98251204 5004348.03277515 0 0 380399.163367507 5001142.21545754
"1184" "06SS2T228PI" "06SS3F381PI" 1 2 381130.301636869 4957314.7267662 0 0 368742.089410909 4953985.96918462
"1185" "06SS2T228PI" "06SS2T240PI" 1 2 368582.709299739 4956077.2689338 0 0 368742.089410909 4953985.96918462
"1186" "06SS2T240PI" "06SS2T228PI" 1 1 368742.089410909 4953985.96918462 0 0 368582.709299739 4956077.2689338
"1187" "06SS2T390PI" "06SS3F370PI" 1 1 405176.597768049 4921808.13198931 0 0 399782.753228754 4914973.72562974
"1188" "06SS5T807PI" "06SS2N995PI" 1 8 465183.623593101 4966440.75802368 0 0 467904.1074947 4973688.94300231
"1189" "06SS5T807PI" "06SS2T315PI" 1 8 460311.970867622 4976287.82108011 0 0 467904.1074947 4973688.94300231
"1190" "06SS5T807PI" "06SS2T556PI" 1 8 464434.702710749 4976925.23888117 0 0 467904.1074947 4973688.94300231
"1191" "06SS5T807PI" "06SS5T806PI" 1 8 455060.00010588 4969978.04846315 0 0 467904.1074947 4973688.94300231
"1192" "06SS5T807PI" "06SS5T808PI" 1 8 478201.381707396 4980148.85305102 0 0 467904.1074947 4973688.94300231
"1193" "06SS5T807PI" "06SS3T047PI" 1 8 458433.208210711 4965426.45306169 0 0 467904.1074947 4973688.94300231
"1194" "06SS5T807PI" "06SS4T068PI" 1 8 472068.025428018 4972116.86231104 0 0 467904.1074947 4973688.94300231
"1195" "06SS5T807PI" "06SS1T203PI" 1 8 465232.581972033 4970540.48829176 0 0 467904.1074947 4973688.94300231
"1196" "08SS1N717PI" "05SS4N803PI" 1 1 420514.765565343 4950352.3646568 0 0 426440.603260402 4948231.26812384
"1197" "08SS2N733PI" "08SS2N495PI" 1 1 417407.526554666 4931677.48734767 0 0 421522.512129833 4932303.75650599
"1198" "08SS3N187PI" "08SS1N543PI" 1 4 452272.571877612 4943411.47223006 0 0 453588.526796106 4941090.45006406
"1199" "08SS3N187PI" "08SS2N573PI" 1 4 455266.824798765 4941754.14109718 0 0 453588.526796106 4941090.45006406
"1200" "08SS3N187PI" "08SS4N066PI" 1 4 457467.940003804 4946811.05830269 0 0 453588.526796106 4941090.45006406
"1201" "08SS3N187PI" "10SS3N186PI" 1 4 456168.132393868 4932093.92153109 0 0 453588.526796106 4941090.45006406
"1202" "10SS2N055PI" "10SS1N766PI" 1 5 511733.978239304 4946042.33131292 0 0 507774.631277785 4948910.46285217
"1203" "10SS2N055PI" "10SS2N003PI" 1 5 510515.268911086 4941718.22929633 0 0 507774.631277785 4948910.46285217
"1204" "10SS2N055PI" "10SS2N729PI" 1 5 504036.702382792 4947029.44001526 0 0 507774.631277785 4948910.46285217
"1205" "10SS2N055PI" "10SS1N050PI" 1 5 505105.240736491 4953544.37584731 0 0 507774.631277785 4948910.46285217
"1206" "10SS2N055PI" "10SS3N056PI" 1 5 496262.349131959 4951928.59080374 0 0 507774.631277785 4948910.46285217
"1207" "01SS2N504PI" "01SS2N765PI" 1 1 366702.149061659 5010190.13274504 0 0 373884.642839515 5007626.13773806
"1208" "04SS1N273PI" "06SS2T274PI" 1 1 375826.858007899 4969631.57799203 0 0 365839.011965156 4976685.31148929
"1209" "04SS2N380PI" "04SS2N039PI" 1 4 379752.002387749 4943618.30971375 0 0 366877.610014152 4945736.12466299
"1210" "04SS2N380PI" "04SS2N076PI" 1 4 376124.476817036 4943166.1405001 0 0 366877.610014152 4945736.12466299
"1211" "04SS2N380PI" "04SS1N379PI" 1 4 354786.897524046 4948291.62488578 0 0 366877.610014152 4945736.12466299
"1212" "04SS2N380PI" "06SS3F381PI" 1 4 381130.301636869 4957314.7267662 0 0 366877.610014152 4945736.12466299
"1213" "04SS2N689PI" "04SS2N246PI" 1 2 367738.966190958 4918766.02685905 0 0 375869.40309185 4916134.87096075
"1214" "04SS2N689PI" "06SS3F247PI" 1 2 384472.613843531 4925716.02345885 0 0 375869.40309185 4916134.87096075
"1215" "06SS1T203PI" "06SS5T807PI" 1 1 467904.1074947 4973688.94300231 0 0 465232.581972033 4970540.48829176
"1216" "05SS2N655PI" "05SS2N929PI" 1 2 431924.637343906 4987811.87970833 0 0 438366.045344137 4986821.96121411
"1217" "05SS2N655PI" "05SS3N930PI" 1 2 439663.185053134 4976326.94489663 0 0 438366.045344137 4986821.96121411
"1218" "06SS2N994PI" "06SS1T216PI" 1 2 457382.009187766 4995218.82263306 0 0 459921.116602547 4992584.60263464
"1219" "06SS2N994PI" "06SS4T386PI" 1 2 457609.803174301 4999302.51487383 0 0 459921.116602547 4992584.60263464
"1220" "10SS1N467PI" "10SS3N343PI" 1 1 468924.873237916 4937512.22306987 0 0 470857.156330618 4940401.48222268
